"Test Number","Brand","Textile Mill","Fabric Database","Labratory","Fuze Fabric Number","Wash","Number of Washes","Test Method","Test Method (dropdown)","Test Report #","Tested Bacteria #1","Antimicrobial Result #1","Tested Bacteria","Tested Bacteria #2","Antibacterial Result #2","Written Result (Fungal Testing)","Tested Odor","Tested Metal","ICP (Ag) Result","ICP (Au) Result","Fuze Internal Report #","Date","Date (post wash)","Testing Labratory","Fuze Application Date","Report 1","Report 1 : URL","Report 2","Report 2 : URL","Report 3","Report 3 : URL","Report 4","Report 4 : URL","Image","Image : URL","Ag Serial #","Au Serial #","Fungal Serial #","Machine Type","Post Wash Report #","Ag","Record ID"
"1137","","","","","","100","","ASTM E2149","","TWNC00923518","","100%","Bacillus cereus","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/13/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825ce6c"
"1138","","","","","","100","","ASTM E2149","","TWNC00923519","","97%","E-coli ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/13/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825ce7b"
"1139","","","","","","100","","ASTM E2149","","TWNC00923520","","100%","Kleb","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/13/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825ce8a"
"1140","","","","","","100","","ASTM E2149","","TWNC00923521","","100%","P-Aeruginosa","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/13/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825ce97"
"1141","","","","","","100","","AATCC 100","","TWNC00924518","","100%","Staph ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/16/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825cea6"
"1142","","","","","","100","","AATCC 100","","TWNC00928669","","100%","MRSA","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825ceb3"
"1143","","","","","","100","","AATCC 100","","TWNC00928672","","100%","Bacillus cereus","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825cebf"
"1144","","","","","","100","","AATCC 100","","TWNC00924519","","100%","E-coli ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/16/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6a126ae702d825cece"
"1145","","","","","","100","","AATCC 100","","TWNC00928673","","100%","Kleb","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825ced8"
"1146","","","","","","100","","AATCC 100","","TWNC00928674","","99%","P-Aeruginosa","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825ceeb"
"1147","","","","","","50","","ASTM E2149","","TWNC00921813","","84%","Staph ","","","Fuze(MHB, PB) 10^7 bacteria initial count","","","","","","10/05/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cefd"
"1148","","","","","","50","","ASTM E2149","","TWNC00921822","","100%","Staph ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/05/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cf0f"
"1149","","","","","","50","","ASTM E2149","","TWNC00927932","","91%","MRSA","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cf21"
"1150","","","","","","50","","ASTM E2149","","TWNC00927933","","91%","Bacillus cereus","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cf34"
"1151","","","","","","50","","ASTM E2149","","TWNC00921824","","83%","E-coli ","","","Fuze(MHB, PB) 10^7 bacteria initial count","","","","","","10/05/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cf4b"
"1152","","","","","","50","","ASTM E2149","","TWNC00921827","","100%","E-coli ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/05/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6b126ae702d825cf62"
"1153","","","","","","50","","ASTM E2149","","TWNC00927934","","100%","Kleb","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cf73"
"1154","","","","","","50","","ASTM E2149","","TWNC00927935","","100%","P-Aeruginosa","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cf83"
"1155","","","","","","50","","AATCC 100","","TWNC00924520","","100%","Staph ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/16/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cf92"
"1156","","","","","","50","","AATCC 100","","TWNC00928685","","100%","MRSA","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cf9a"
"1157","","","","","","50","","AATCC 100","","TWNC00928688","","100%","Bacillus cereus","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfa3"
"1158","","","","","","50","","AATCC 100","","TWNC00924522","","100%","E-coli ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","10/16/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfaa"
"1159","","","","","","50","","AATCC 100","","TWNC00928690","","99%","Kleb","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfb2"
"1160","","","","","","50","","AATCC 100","","TWNC00928698","","100%","P-Aeruginosa","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfba"
"1161","","","","","","50","","ASTM E2149","","TWNC00928750","","95%","Staph ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfc0"
"1162","","","","","","50","","ASTM E2149","","TWNC00928751","","98%","MRSA","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6c126ae702d825cfc8"
"1163","","","","","","50","","ASTM E2149","","TWNC00928753","","100%","E-coli ","","","Fuze(MHB, PB) 10^5 bacteria initial count","","","","","","","","ITS TW","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cfce"
"1164","","","","","","50","","ASTM E2149","","GUAT20027873","","0%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cfd4"
"1165","","","","","","50","","ASTM E2149","","GUAT20027865","","65%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cfdd"
"1166","","","","","","50","","ASTM E2149","","GUAT20027875","","50%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cfe4"
"1167","","","","","","50","","ASTM E2149","","GUAT20027869","","0%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cfec"
"1168","","","","","","50","","ASTM E2149","","GUAT20027867","","0%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cff3"
"1169","","","","","","50","","ASTM E2149","","GUAT20027871","","0%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825cffa"
"1170","","","","","","50","","AATCC 100","","GUAT20027872","","100%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825d000"
"1171","","","","","","50","","AATCC 100","","GUAT20027861","","100%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6d126ae702d825d00a"
"1172","","","","","","50","","AATCC 100","","GUAT20027874","","99%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d012"
"1173","","","","","","50","","AATCC 100","","GUAT20027868","","100%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d01b"
"1174","","","","","","50","","AATCC 100","","GUAT20027866","","100%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d023"
"1175","","","","","","50","","AATCC 100","","GUAT20027870","","100%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d029"
"1176","","","","","","50","","ASTM E2149","","","","","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d035"
"1177","","","","","","50","","ASTM E2149","","","","","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d043"
"1178","","","","","","50","","ASTM E2149","","","","","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d053"
"1179","","","","","","100","","ASTM E2149","","GUAT20027915","","96%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d069"
"1180","","","","","","100","","ASTM E2149","","GUAT20027901","","98%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6e126ae702d825d07b"
"1181","","","","","","100","","ASTM E2149","","GUAT20027916","","85%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d089"
"1182","","","","","","100","","ASTM E2149","","GUAT20027910","","99%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d091"
"1183","","","","","","100","","ASTM E2149","","GUAT20027906","","94%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d098"
"1184","","","","","","100","","ASTM E2149","","GUAT20027911","","95%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d09e"
"1185","","","","","","100","","AATCC 100","","GUAT20027921","","100%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0a5"
"1186","","","","","","100","","AATCC 100","","GUAT20027893","","98%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0ab"
"1187","","","","","","100","","AATCC 100","","GUAT20027928","","96%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0b1"
"1188","","","","","","100","","AATCC 100","","GUAT20027909","","96%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0b9"
"1189","","","","","","100","","AATCC 100","","GUAT20027904","","95%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0bf"
"1190","","","","","","100","","AATCC 100","","GUAT20027919","","91%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0c6"
"1191","","","","","","50","","ASTM E2149","","GUAT20027930","","94%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0cd"
"1192","","","","","","50","","ASTM E2149","","GUAT20027918","","100%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d6f126ae702d825d0d3"
"1193","","","","","","50","","ASTM E2149","","GUAT20027931","","98%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d0dd"
"1194","","","","","","50","","ASTM E2149","","GUAT20027925","","97%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d0e3"
"1195","","","","","","50","","ASTM E2149","","GUAT20027924","","91%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d0eb"
"1196","","","","","","50","","ASTM E2149","","GUAT20027927","","92%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d0f3"
"1197","","","","","","50","","AATCC 100","","GUAT20027940","","94%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d0f9"
"1198","","","","","","50","","AATCC 100","","GUAT20027929","","73%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d101"
"1199","","","","","","50","","AATCC 100","","GUAT20027942","","92%","Bacillus cereus","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d107"
"1200","","","","","","50","","AATCC 100","","GUAT20027936","","100%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d111"
"1201","","","","","","50","","AATCC 100","","GUAT20027933","","99%","Kleb","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d117"
"1202","","","","","","50","","AATCC 100","","GUAT20027939","","99%","P-Aeruginosa","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d11e"
"1203","","","","","","50","","ASTM E2149","","GUAT20027937-REV1","","100%","Staph ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d70126ae702d825d125"
"1204","","","","","","50","","ASTM E2149","","GUAT20027935-REV1","","91%","MRSA","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d71126ae702d825d12b"
"1205","","","","","","50","","ASTM E2149","","GUAT20027941-REV1","","93%","E-coli ","","","Fuze(MHB, PB)","","","","","","","","ITS GT","","","","","","","","","","","","","","","","","","67777d71126ae702d825d134"
